FAMILY,NAME,TITLE,PRIORITY,BASELINE-IMPACT,DESCRIPTION,SUPPLEMENTAL GUIDANCE,RELATED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACCESS CONTROL,AC-1,ACCESS CONTROL POLICY AND PROCEDURES,P1,LOW,,,, and guidance. Security program policies and procedures at the organization level may make the need for system-specific policies and procedures unnecessary. The policy can be included as part of the general information security policy for organizations or conversely, can be represented by multiple policies reflecting the complex nature of certain organizations. The procedures can be established for the security program in general and for particular information systems," if needed. The organizational risk management strategy is a key factor in establishing policy and procedures.""	PM-9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACCESS CONTROL,AC-19 (2),USE OF PERSONALLY OWNED PORTABLE STORAGE DEVICES,,,[Withdrawn: Incorporated into MP-7].,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACCESS CONTROL,AC-19 (3),USE OF PORTABLE STORAGE DEVICES WITH NO IDENTIFIABLE OWNER,,,[Withdrawn: Incorporated into MP-7].,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACCESS CONTROL,AC-19 (4),RESTRICTIONS FOR CLASSIFIED INFORMATION,,,The organization:,,CA-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AC-19 (4)(a),,,,Prohibits the use of unclassified mobile devices in facilities containing information systems processing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AC-19 (4)(b),,,,Enforces the following restrictions on individuals permitted by the authorizing official to use unclassified mobile devices in facilities containing information systems processing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AC-19 (4)(b)(1),,,,Connection of unclassified mobile devices to classified information systems is prohibited;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AC-19 (4)(b)(2),,,,Connection of unclassified mobile devices to unclassified information systems requires approval from the authorizing official;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AC-19 (4)(b)(3),,,,Use of internal or external modems or wireless interfaces within the unclassified mobile devices is prohibited; and,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AC-19 (4)(b)(4),,,,Unclassified mobile devices and the information stored on those devices are subject to random reviews and inspections by [Assignment: organization-defined security officials],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AC-19 (4)(c),,,,Restricts the connection of classified mobile devices to classified information systems in accordance with [Assignment: organization-defined security policies].,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACCESS CONTROL,AC-19 (5),FULL DEVICE / CONTAINER-BASED  ENCRYPTION,,MODERATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACCESS CONTROL,AC-20,USE OF EXTERNAL INFORMATION SYSTEMS,P1,LOW,,,, notebook computers, smart phones, tablets, personal digital assistants); (ii) privately owned computing and communications devices resident in commercial or public facilities (e.g., hotels, train stations, convention centers, shopping malls, or airports); (iii) information systems owned or controlled by nonfederal governmental organizations; and (iv) federal information systems that are not owned by, operated by, or under the direct supervision and authority of organizations. This control also addresses the use of external information systems for the processing, storage, or transmission of organizational information, including, for example, accessing cloud services (e.g., infrastructure as a service, platform as a service, or software as a service) from organizational information systems. For some external information systems (i.e., information systems operated by other federal agencies, including organizations subordinate to those agencies), the trust relationships that have been established between those organizations and the originating organization may be such, that no explicit terms and conditions are required. Information systems within these organizations would not be considered external. These situations occur when, for example, there are pre-existing sharing/trust agreements (either implicit or explicit) established between federal agencies or organizations subordinate to those agencies, or when such trust agreements are specified by applicable laws, Executive Orders, directives, or policies. Authorized individuals include, for example, organizational personnel, contractors, or other individuals with authorized access to organizational information systems and over which organizations have the authority to impose rules of behavior with regard to system access. Restrictions that organizations impose on authorized individuals need not be uniform, as those restrictions may vary depending upon the trust relationships between organizations. Therefore, organizations may choose to impose different security restrictions on contractors than on state, local, or tribal governments. This control does not apply to the use of external information systems to access public interfaces to organizational information systems (e.g., individuals accessing federal information through www.usa.gov). Organizations establish terms and conditions for the use of external information systems in accordance with organizational security policies and procedures. Terms and conditions address as a minimum: types of applications that can be accessed on organizational information systems from external information systems; and the highest security category of information that can be processed, stored, or transmitted on external information systems. If terms and conditions with the owners of external information systems cannot be established," organizations may impose restrictions on organizational personnel using those external systems.""	AC-3",AC-17,AC-19,CA-3,PL-4,SA-9,,,,,
,AC-20a.,,,,Access the information system from external information systems; and,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AC-20b.,,,,Process,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACCESS CONTROL,AC-20 (1),LIMITS ON AUTHORIZED USE,,MODERATE,,,, so as not to compromise, damage, or otherwise harm organizational information systems. Verification that the required security controls have been implemented can be achieved, for example, by third-party, independent assessments, attestations, or other means," depending on the confidence level required by organizations.""	CA-2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AC-20 (1)(a),,,,Verifies the implementation of required security controls on the external system as specified in the organizationï¿½s information security policy and security plan; or,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AC-20 (1)(b),,,,Retains approved information system connection or processing agreements with the organizational entity hosting the external information system.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACCESS CONTROL,AC-20 (2),PORTABLE STORAGE DEVICES,,MODERATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACCESS CONTROL,AC-20 (3),NON-ORGANIZATIONALLY OWNED SYSTEMS / COMPONENTS / DEVICES,,,The organization [Selection: restricts; prohibits] the use of non-organizationally owned information systems,,, it may be such that the use of non-organizationally owned devices is allowed but restricted in some way. Restrictions include, for example: (i) requiring the implementation of organization-approved security controls prior to authorizing such connections; (ii) limiting access to certain types of information, services, or applications; (iii) using virtualization techniques to limit processing and storage activities to servers or other system components provisioned by the organization; and (iv) agreeing to terms and conditions for usage. For personally owned devices, organizations consult with the Office of the General Counsel regarding legal issues associated with using such devices in operational environments, including, for example," requirements for conducting forensic analyses during investigations after an incident.""	",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACCESS CONTROL,AC-20 (4),NETWORK ACCESSIBLE STORAGE DEVICES,,,The organization prohibits the use of [Assignment: organization-defined network accessible storage devices] in external information systems.,Network accessible storage devices in external information systems include,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACCESS CONTROL,AC-21,INFORMATION SHARING,P2,MODERATE,,,, group, or organizational level. Information may be defined by content, type, security category," or special access program/compartment.""	AC-3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AC-21a.,,,,Facilitates information sharing by enabling authorized users to determine whether access authorizations assigned to the sharing partner match the access restrictions on the information for [Assignment: organization-defined information sharing circumstances where user discretion is required]; and,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AC-21b.,,,,Employs [Assignment: organization-defined automated mechanisms or manual processes] to assist users in making information sharing/collaboration decisions.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACCESS CONTROL,AC-21 (1),AUTOMATED DECISION SUPPORT,,,The information system enforces information-sharing decisions by authorized users based on access authorizations of sharing partners and access restrictions on information to be shared.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACCESS CONTROL,AC-21 (2),INFORMATION SEARCH AND RETRIEVAL,,,The information system implements information search and retrieval services that enforce [Assignment: organization-defined information sharing restrictions].,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACCESS CONTROL,AC-22,PUBLICLY ACCESSIBLE CONTENT,P3,LOW,,,, and/or guidance, the general public is not authorized access to nonpublic information (e.g., information protected under the Privacy Act and proprietary information). This control addresses information systems that are controlled by the organization and accessible to the general public," typically without identification or authentication. The posting of information on non-organization information systems is covered by organizational policy.""	AC-3",AC-4,AT-2,AT-3,AU-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AC-22a.,,,,Designates individuals authorized to post information onto a publicly accessible information system;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AC-22b.,,,,Trains authorized individuals to ensure that publicly accessible information does not contain nonpublic information;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AC-22c.,,,,Reviews the proposed content of information prior to posting onto the publicly accessible information system to ensure that nonpublic information is not included; and,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AC-22d.,,,,Reviews the content on the publicly accessible information system for nonpublic information [Assignment: organization-defined frequency] and removes such information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACCESS CONTROL,AC-23,DATA MINING PROTECTION,P0,,The organization employs [Assignment: organization-defined data mining prevention and detection techniques] for [Assignment: organization-defined data storage objects] to adequately detect and protect against data mining.,Data storage objects include,," through social networking or social media websites.""	",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACCESS CONTROL,AC-24,ACCESS CONTROL DECISIONS,P0,,The organization establishes procedures to ensure [Assignment: organization-defined access control decisions] are applied to each access request prior to access enforcement.,Access control decisions (also known as authorization decisions) occur when authorization information is applied to specific accesses. In contrast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACCESS CONTROL,AC-24 (1),TRANSMIT ACCESS AUTHORIZATION INFORMATION,,,The information system transmits [Assignment: organization-defined access authorization information] using [Assignment: organization-defined security safeguards] to [Assignment: organization-defined information systems] that enforce access control decisions.,In distributed information systems,, access control decisions) ensures that such information cannot be altered, spoofed," or otherwise compromised during transmission.""	",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACCESS CONTROL,AC-24 (2),NO USER OR PROCESS IDENTITY,,,The information system enforces access control decisions based on [Assignment: organization-defined security attributes] that do not include the identity of the user or process acting on behalf of the user.,In certain situations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACCESS CONTROL,AC-25,REFERENCE MONITOR,P0,,The information system implements a reference monitor for [Assignment: organization-defined access control policies] that is tamperproof,,, or processes acting on behalf of individuals. Passive entities, also known as objects, are typically associated with data structures such as records, buffers, tables, files, inter-process pipes, and communications ports. Reference monitors typically enforce mandatory access control policiesï¿½a type of access control that restricts access to objects based on the identity of subjects or groups to which the subjects belong. The access controls are mandatory because subjects with certain privileges (i.e., access permissions) are restricted from passing those privileges on to any other subjects, either directly or indirectlyï¿½that is, the information system strictly enforces the access control policy based on the rule set established by the policy. The tamperproof property of the reference monitor prevents adversaries from compromising the functioning of the mechanism. The always invoked property prevents adversaries from bypassing the mechanism and hence violating the security policy. The smallness property helps to ensure the completeness in the analysis and testing of the mechanism to detect weaknesses or deficiencies (i.e.," latent flaws) that would prevent the enforcement of the security policy.""	AC-3",AC-16,SC-3,SC-39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AWARENESS AND TRAINING,AT-1,SECURITY AWARENESS AND TRAINING POLICY AND PROCEDURES,P1,LOW,,,, and guidance. Security program policies and procedures at the organization level may make the need for system-specific policies and procedures unnecessary. The policy can be included as part of the general information security policy for organizations or conversely, can be represented by multiple policies reflecting the complex nature of certain organizations. The procedures can be established for the security program in general and for particular information systems," if needed. The organizational risk management strategy is a key factor in establishing policy and procedures.""	PM-9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AT-1a.,,,,Develops,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AT-1a.1.,,,,A security awareness and training policy that addresses purpose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AT-1a.2.,,,,Procedures to facilitate the implementation of the security awareness and training policy and associated security awareness and training controls; and,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AT-1b.,,,,Reviews and updates the current:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AT-1b.1.,,,,Security awareness and training policy [Assignment: organization-defined frequency]; and,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AT-1b.2.,,,,Security awareness and training procedures [Assignment: organization-defined frequency].,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AWARENESS AND TRAINING,AT-2,SECURITY AWARENESS TRAINING,P1,LOW,,,, generating email advisories/notices from senior organizational officials, displaying logon screen messages," and conducting information security awareness events.""	AT-3",AT-4,PL-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AT-2a.,,,,As part of initial training for new users;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AT-2b.,,,,When required by information system changes; and,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AT-2c.,,,,[Assignment: organization-defined frequency] thereafter.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AWARENESS AND TRAINING,AT-2 (1),PRACTICAL EXERCISES,,,The organization includes practical exercises in security awareness training that simulate actual cyber attacks.,Practical exercises may include,,CP-4,IR-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AWARENESS AND TRAINING,AT-2 (2),INSIDER THREAT,,MODERATE,,,, procedures, directives, rules," or practices. Security awareness training includes how to communicate employee and management concerns regarding potential indicators of insider threat through appropriate organizational channels in accordance with established organizational policies and procedures.""	PL-4",PM-12,PS-3,PS-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AWARENESS AND TRAINING,AT-3,ROLE-BASED SECURITY TRAINING,P1,LOW,,,, system/network administrators, personnel conducting configuration management and auditing activities, personnel performing independent verification and validation activities, security control assessors, and other personnel having access to system-level software, adequate security-related technical training specifically tailored for their assigned duties. Comprehensive role-based training addresses management, operational, and technical roles and responsibilities covering physical, personnel, and technical safeguards and countermeasures. Such training can include for example, policies, procedures, tools," and artifacts for the organizational security roles defined. Organizations also provide the training necessary for individuals to carry out their responsibilities related to operations and supply chain security within the context of organizational information security programs. Role-based security training also applies to contractors providing services to federal agencies.""	AT-2",AT-4,PL-4,PS-7,SA-3,SA-12,SA-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AT-3a.,,,,Before authorizing access to the information system or performing assigned duties;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AT-3b.,,,,When required by information system changes; and,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AT-3c.,,,,[Assignment: organization-defined frequency] thereafter.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AWARENESS AND TRAINING,AT-3 (1),ENVIRONMENTAL CONTROLS,,,The organization provides [Assignment: organization-defined personnel or roles] with initial and [Assignment: organization-defined frequency] training in the employment and operation of environmental controls.,Environmental controls include,, HVAC," and power within the facility. Organizations identify personnel with specific roles and responsibilities associated with environmental controls requiring specialized training.""	PE-1",PE-13,PE-14,PE-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AWARENESS AND TRAINING,AT-3 (2),PHYSICAL SECURITY CONTROLS,,,The organization provides [Assignment: organization-defined personnel or roles] with initial and [Assignment: organization-defined frequency] training in the employment and operation of physical security controls.,Physical security controls include,,PE-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AWARENESS AND TRAINING,AT-3 (3),PRACTICAL EXERCISES,,,The organization includes practical exercises in security training that reinforce training objectives.,Practical exercises may include,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AWARENESS AND TRAINING,AT-3 (4),SUSPICIOUS COMMUNICATIONS AND ANOMALOUS SYSTEM BEHAVIOR,,,The organization provides training to its personnel on [Assignment: organization-defined indicators of malicious code] to recognize suspicious communications and anomalous behavior in organizational information systems.,A well-trained workforce provides another organizational safeguard that can be employed as part of a defense-in-depth strategy to protect organizations against malicious code coming in to organizations via email or the web applications. Personnel are trained to look for indications of potentially suspicious email (e.g.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AWARENESS AND TRAINING,AT-4,SECURITY TRAINING RECORDS,P3,LOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AT-4a.,,,,Documents and monitors individual information system security training activities including basic security awareness training and specific information system security training; and,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AT-4b.,,,,Retains individual training records for [Assignment: organization-defined time period].,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AWARENESS AND TRAINING,AT-5,CONTACTS WITH SECURITY GROUPS AND ASSOCIATIONS,,,[Withdrawn: Incorporated into PM-15].,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AUDIT AND ACCOUNTABILITY,AU-1,AUDIT AND ACCOUNTABILITY POLICY AND PROCEDURES,P1,LOW,,,, and guidance. Security program policies and procedures at the organization level may make the need for system-specific policies and procedures unnecessary. The policy can be included as part of the general information security policy for organizations or conversely, can be represented by multiple policies reflecting the complex nature of certain organizations. The procedures can be established for the security program in general and for particular information systems," if needed. The organizational risk management strategy is a key factor in establishing policy and procedures.""	PM-9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AU-1a.,,,,Develops,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AU-1a.1.,,,,An audit and accountability policy that addresses purpose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AU-1a.2.,,,,Procedures to facilitate the implementation of the audit and accountability policy and associated audit and accountability controls; and,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AU-1b.,,,,Reviews and updates the current:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AU-1b.1.,,,,Audit and accountability policy [Assignment: organization-defined frequency]; and,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AU-1b.2.,,,,Audit and accountability procedures [Assignment: organization-defined frequency].,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AUDIT AND ACCOUNTABILITY,AU-2,AUDIT EVENTS,P1,LOW,,,, PIV credential usage, or third-party credential usage. In determining the set of auditable events, organizations consider the auditing appropriate for each of the security controls to be implemented. To balance auditing requirements with other information system needs, this control also requires identifying that subset of auditable events that are audited at a given point in time. For example, organizations may determine that information systems must have the capability to log every file access both successful and unsuccessful, but not activate that capability except for specific circumstances due to the potential burden on system performance. Auditing requirements, including the need for auditable events, may be referenced in other security controls and control enhancements. Organizations also include auditable events that are required by applicable federal laws, Executive Orders, directives, policies, regulations, and standards. Audit records can be generated at various levels of abstraction, including at the packet level as information traverses the network. Selecting the appropriate level of abstraction is a critical aspect of an audit capability and can facilitate the identification of root causes to problems. Organizations consider in the definition of auditable events, the auditing necessary to cover related events such as the steps in distributed, transaction-based processes (e.g.," processes that are distributed across multiple organizations) and actions that occur in service-oriented architectures.""	AC-6",AC-17,AU-3,AU-12,MA-4,MP-2,MP-4,SI-4,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AU-2a.,,,,Determines that the information system is capable of auditing the following events: [Assignment: organization-defined auditable events];,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AU-2b.,,,,Coordinates the security audit function with other organizational entities requiring audit-related information to enhance mutual support and to help guide the selection of auditable events;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AU-2c.,,,,Provides a rationale for why the auditable events are deemed to be adequate to support after-the-fact investigations of security incidents; and,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AU-2d.,,,,Determines that the following events are to be audited within the information system: [Assignment: organization-defined audited events (the subset of the auditable events defined in AU-2 a.) along with the frequency of (or situation requiring) auditing for each identified event].,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AUDIT AND ACCOUNTABILITY,AU-2 (1),COMPILATION OF AUDIT RECORDS FROM MULTIPLE SOURCES,,,[Withdrawn: Incorporated into AU-12].,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AUDIT AND ACCOUNTABILITY,AU-2 (2),SELECTION OF AUDIT EVENTS BY COMPONENT,,,[Withdrawn: Incorporated into AU-12].,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AUDIT AND ACCOUNTABILITY,AU-2 (3),REVIEWS AND UPDATES,,MODERATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AUDIT AND ACCOUNTABILITY,AU-2 (4),PRIVILEGED FUNCTIONS,,,[Withdrawn: Incorporated into AC-6 (9)].,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AUDIT AND ACCOUNTABILITY,AU-3,CONTENT OF AUDIT RECORDS,P1,LOW,,,, includes, for example, time stamps, source and destination addresses, user/process identifiers, event descriptions, success/fail indications, filenames involved, and access control or flow control rules invoked. Event outcomes can include indicators of event success or failure and event-specific results (e.g.," the security state of the information system after the event occurred).""	AU-2",AU-8,AU-12,SI-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AUDIT AND ACCOUNTABILITY,AU-3 (1),ADDITIONAL AUDIT INFORMATION,,MODERATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AUDIT AND ACCOUNTABILITY,AU-3 (2),CENTRALIZED MANAGEMENT OF PLANNED AUDIT RECORD CONTENT,,HIGH,The information system provides centralized management and configuration of the content to be captured in audit records generated by [Assignment: organization-defined information system components].,This control enhancement requires that the content to be captured in audit records be configured from a central location (necessitating automation). Organizations coordinate the selection of required audit content to support the centralized management and configuration capability provided by the information system.,AU-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AUDIT AND ACCOUNTABILITY,AU-4,AUDIT STORAGE CAPACITY,P1,LOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AUDIT AND ACCOUNTABILITY,AU-4 (1),TRANSFER TO ALTERNATE STORAGE,,,The information system off-loads audit records [Assignment: organization-defined frequency] onto a different system or media than the system being audited.,Off-loading is a process designed to preserve the confidentiality and integrity of audit records by moving the records from the primary information system to a secondary or alternate system. It is a common process in information systems with limited audit storage capacity; the audit storage is used only in a transitory fashion until the system can communicate with the secondary or alternate system designated for storing the audit records,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AUDIT AND ACCOUNTABILITY,AU-5,RESPONSE TO AUDIT PROCESSING FAILURES,P1,LOW,,,, by location, by severity, or a combination of such factors). This control applies to each audit data storage repository (i.e., distinct information system component where audit records are stored), the total audit storage capacity of organizations (i.e., all audit data storage repositories combined)," or both.""	AU-4",SI-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AU-5a.,,,,Alerts [Assignment: organization-defined personnel or roles] in the event of an audit processing failure; and,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AU-5b.,,,,Takes the following additional actions: [Assignment: organization-defined actions to be taken (e.g.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AUDIT AND ACCOUNTABILITY,AU-5 (1),AUDIT STORAGE CAPACITY,,HIGH,The information system provides a warning to [Assignment: organization-defined personnel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AUDIT AND ACCOUNTABILITY,AU-5 (2),REAL-TIME ALERTS,,HIGH,The information system provides an alert in [Assignment: organization-defined real-time period] to [Assignment: organization-defined personnel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AUDIT AND ACCOUNTABILITY,AU-5 (3),CONFIGURABLE TRAFFIC VOLUME THRESHOLDS,,,The information system enforces configurable network communications traffic volume thresholds reflecting limits on auditing capacity and [Selection: rejects; delays] network traffic above those thresholds.,Organizations have the capability to reject or delay the processing of network communications traffic if auditing such traffic is determined to exceed the storage capacity of the information system audit function. The rejection or delay response is triggered by the established organizational traffic volume thresholds which can be adjusted based on changes to audit storage capacity.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AUDIT AND ACCOUNTABILITY,AU-5 (4),SHUTDOWN ON FAILURE,,,The information system invokes a [Selection: full system shutdown; partial system shutdown; degraded operational mode with limited mission/business functionality available] in the event of [Assignment: organization-defined audit failures],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AUDIT AND ACCOUNTABILITY,AU-6,AUDIT REVIEW,,,,,, auditing that results from monitoring of account usage, remote access, wireless connectivity, mobile device connection, configuration settings, system component inventory, use of maintenance tools and nonlocal maintenance, physical access, temperature and humidity, equipment delivery and removal, communications at the information system boundaries, use of mobile code, and use of VoIP. Findings can be reported to organizational entities that include, for example, incident response team, help desk, information security group/department. If organizations are prohibited from reviewing and analyzing audit information or unable to conduct such activities (e.g., in certain national security applications or systems)," the review/analysis may be carried out by other organizations granted such authority.""	AC-2",AC-3,AC-6,AC-17,AT-3,AU-7,AU-16,CA-7,CM-5,CM-10,CM-11,IA-3,IA-5,IR-5,IR-6,MA-4,MP-4,PE-3,PE-6,PE-14,PE-16,RA-5,SC-7,SC-18,SC-19,SI-3,SI-4,SI-7,,,,,
